,Class,
21382,[3.0],3
21383,[1.0],1
21384,[1.0],1
21385,[1.0],1
21386,[1.0],1
21387,[3.0],3
21388,[2.0],2
21389,[2.0],2
21390,[3.0],3
21391,[1.0],1
21392,[3.0],3
21393,[2.0],2
21394,[2.0],2
21395,[2.0],2
21396,[1.0],1
21397,[3.0],3
21398,[1.0],1
21399,[1.0],1
21400,[2.0],2
21401,[2.0],2
21402,[1.0],1
21403,[3.0],3
21404,[1.0],1
21405,[1.0],1
21406,[3.0],3
21407,[1.0],1
21408,[1.0],1
21409,[2.0],2
21410,[1.0],1
21411,[3.0],3
21412,[1.0],1
21413,[1.0],1
21414,[3.0],3
21415,[1.0],1
21416,[1.0],1
21417,[3.0],3
21418,[1.0],1
21419,[2.0],2
21420,[1.0],1
21421,[1.0],1
21422,[3.0],3
21423,[2.0],2
21424,[1.0],1
21425,[2.0],2
21426,[1.0],1
21427,[2.0],2
21428,[2.0],2
21429,[3.0],3
21430,[3.0],3
21431,[3.0],3
21432,[2.0],2
21433,[1.0],1
21434,[1.0],1
21435,[3.0],3
21436,[1.0],1
21437,[3.0],3
21438,[3.0],3
21439,[3.0],3
21440,[2.0],2
21441,[1.0],1
21442,[3.0],3
21443,[2.0],2
21444,[3.0],3
21445,[3.0],3
21446,[2.0],2
21447,[1.0],1
21448,[1.0],1
21449,[1.0],1
21450,[2.0],2
21451,[2.0],2
21452,[2.0],2
21453,[3.0],3
21454,[2.0],2
21455,[1.0],1
21456,[2.0],2
21457,[1.0],1
21458,[2.0],2
21459,[2.0],2
21460,[3.0],3
21461,[3.0],3
21462,[2.0],2
21463,[3.0],3
21464,[3.0],3
21465,[3.0],3
21466,[1.0],1
21467,[3.0],3
21468,[3.0],3
21469,[2.0],2
21470,[1.0],1
21471,[3.0],3
21472,[2.0],2
21473,[2.0],2
21474,[3.0],3
21475,[3.0],3
21476,[1.0],1
21477,[2.0],2
21478,[3.0],3
21479,[1.0],1
21480,[2.0],2
21481,[1.0],1
21482,[2.0],2
21483,[2.0],2
21484,[3.0],3
21485,[3.0],3
21486,[3.0],3
21487,[2.0],2
21488,[1.0],1
21489,[2.0],2
21490,[3.0],3
21491,[1.0],1
21492,[3.0],3
21493,[2.0],2
21494,[1.0],1
21495,[1.0],1
21496,[3.0],3
21497,[2.0],2
21498,[2.0],2
21499,[3.0],3
21500,[2.0],2
21501,[3.0],3
21502,[2.0],2
21503,[3.0],3
21504,[2.0],2
21505,[2.0],2
21506,[1.0],1
21507,[3.0],3
21508,[1.0],1
21509,[3.0],3
21510,[2.0],2
21511,[3.0],3
21512,[3.0],3
21513,[1.0],1
21514,[2.0],2
21515,[3.0],3
21516,[3.0],3
21517,[2.0],2
21518,[3.0],3
21519,[2.0],2
21520,[2.0],2
21521,[3.0],3
21522,[2.0],2
21523,[2.0],2
21524,[2.0],2
21525,[1.0],1
21526,[2.0],2
21527,[2.0],2
21528,[3.0],3
21529,[2.0],2
21530,[1.0],1
21531,[3.0],3
21532,[1.0],1
21533,[2.0],2
21534,[3.0],3
21535,[3.0],3
21536,[1.0],1
21537,[3.0],3
21538,[1.0],1
21539,[1.0],1
21540,[1.0],1
21541,[2.0],2
21542,[3.0],3
21543,[1.0],1
21544,[3.0],3
21545,[2.0],2
21546,[1.0],1
21547,[3.0],3
21548,[2.0],2
21549,[1.0],1
21550,[3.0],3
21551,[2.0],2
21552,[2.0],2
21553,[3.0],3
21554,[1.0],1
21555,[1.0],1
21556,[3.0],3
21557,[3.0],3
21558,[2.0],2
21559,[1.0],1
21560,[3.0],3
21561,[2.0],2
21562,[2.0],2
21563,[3.0],3
21564,[3.0],3
21565,[1.0],1
21566,[2.0],2
21567,[3.0],3
21568,[3.0],3
21569,[1.0],1
21570,[3.0],3
21571,[2.0],2
21572,[1.0],1
21573,[2.0],2
21574,[1.0],1
21575,[1.0],1
21576,[3.0],3
21577,[1.0],1
21578,[1.0],1
21579,[3.0],3
21580,[3.0],3
21581,[3.0],3
21582,[1.0],1
21583,[3.0],3
21584,[3.0],3
21585,[1.0],1
21586,[3.0],3
21587,[1.0],1
21588,[2.0],2
21589,[1.0],1
21590,[2.0],2
21591,[1.0],1
21592,[3.0],3
21593,[3.0],3
21594,[2.0],2
21595,[1.0],1
21596,[1.0],1
21597,[3.0],3
21598,[3.0],3
21599,[2.0],2
21600,[1.0],1
21601,[2.0],2
21602,[1.0],1
21603,[2.0],2
21604,[2.0],2
21605,[1.0],1
21606,[2.0],2
21607,[1.0],1
21608,[2.0],2
21609,[1.0],1
21610,[1.0],1
21611,[1.0],1
21612,[1.0],1
21613,[3.0],3
21614,[2.0],2
21615,[3.0],3
21616,[2.0],2
21617,[2.0],2
21618,[2.0],2
21619,[1.0],1
21620,[2.0],2
21621,[1.0],1
21622,[2.0],2
21623,[1.0],1
21624,[2.0],2
21625,[2.0],2
21626,[1.0],1
21627,[1.0],1
21628,[2.0],2
21629,[2.0],2
21630,[3.0],3
21631,[3.0],3
21632,[2.0],2
21633,[2.0],2
21634,[2.0],2
21635,[1.0],1
21636,[2.0],2
21637,[2.0],2
21638,[1.0],1
21639,[2.0],2
21640,[2.0],2
21641,[3.0],3
21642,[3.0],3
21643,[3.0],3
21644,[3.0],3
21645,[3.0],3
21646,[3.0],3
21647,[1.0],1
21648,[1.0],1
21649,[3.0],3
21650,[3.0],3
21651,[2.0],2
21652,[3.0],3
21653,[3.0],3
21654,[2.0],2
21655,[2.0],2
21656,[3.0],3
21657,[1.0],1
21658,[2.0],2
21659,[3.0],3
21660,[3.0],3
21661,[2.0],2
21662,[3.0],3
21663,[1.0],1
21664,[2.0],2
21665,[2.0],2
21666,[3.0],3
21667,[2.0],2
21668,[3.0],3
21669,[2.0],2
21670,[1.0],1
21671,[1.0],1
21672,[3.0],3
21673,[3.0],3
21674,[2.0],2
21675,[2.0],2
21676,[3.0],3
21677,[3.0],3
21678,[2.0],2
21679,[2.0],2
21680,[2.0],2
21681,[1.0],1
21682,[2.0],2
21683,[3.0],3
21684,[3.0],3
21685,[2.0],2
21686,[1.0],1
21687,[1.0],1
21688,[1.0],1
21689,[2.0],2
21690,[2.0],2
21691,[2.0],2
21692,[1.0],1
21693,[3.0],3
21694,[3.0],3
21695,[2.0],2
21696,[2.0],2
21697,[3.0],3
21698,[1.0],1
21699,[1.0],1
21700,[2.0],2
21701,[3.0],3
21702,[2.0],2
21703,[2.0],2
21704,[1.0],1
21705,[1.0],1
21706,[1.0],1
21707,[3.0],3
21708,[1.0],1
21709,[2.0],2
21710,[3.0],3
21711,[3.0],3
21712,[1.0],1
21713,[3.0],3
21714,[3.0],3
21715,[1.0],1
21716,[3.0],3
21717,[1.0],1
21718,[3.0],3
21719,[3.0],3
21720,[2.0],2
21721,[3.0],3
21722,[3.0],3
21723,[2.0],2
21724,[2.0],2
21725,[3.0],3
21726,[3.0],3
21727,[3.0],3
21728,[1.0],1
21729,[2.0],2
21730,[1.0],1
21731,[1.0],1
21732,[2.0],2
21733,[3.0],3
21734,[2.0],2
21735,[1.0],1
21736,[1.0],1
21737,[1.0],1
21738,[2.0],2
21739,[1.0],1
21740,[3.0],3
21741,[2.0],2
21742,[1.0],1
21743,[1.0],1
21744,[1.0],1
21745,[3.0],3
21746,[1.0],1
21747,[1.0],1
21748,[3.0],3
21749,[3.0],3
21750,[2.0],2
21751,[2.0],2
21752,[1.0],1
21753,[2.0],2
21754,[2.0],2
21755,[3.0],3
21756,[2.0],2
21757,[3.0],3
21758,[2.0],2
21759,[2.0],2
21760,[3.0],3
21761,[2.0],2
21762,[2.0],2
21763,[3.0],3
21764,[3.0],3
21765,[3.0],3
21766,[3.0],3
21767,[2.0],2
21768,[1.0],1
21769,[3.0],3
21770,[2.0],2
21771,[2.0],2
21772,[1.0],1
21773,[1.0],1
21774,[2.0],2
21775,[2.0],2
21776,[3.0],3
21777,[3.0],3
21778,[1.0],1
21779,[3.0],3
21780,[1.0],1
21781,[1.0],1
21782,[1.0],1
21783,[1.0],1
21784,[3.0],3
21785,[2.0],2
21786,[3.0],3
21787,[3.0],3
21788,[1.0],1
21789,[3.0],3
21790,[1.0],1
21791,[1.0],1
21792,[2.0],2
21793,[1.0],1
21794,[1.0],1
21795,[1.0],1
21796,[3.0],3
21797,[2.0],2
21798,[2.0],2
21799,[2.0],2
21800,[3.0],3
21801,[2.0],2
21802,[1.0],1
21803,[3.0],3
21804,[2.0],2
21805,[1.0],1
21806,[3.0],3
21807,[3.0],3
21808,[1.0],1
21809,[3.0],3
21810,[3.0],3
21811,[1.0],1
21812,[3.0],3
21813,[3.0],3
21814,[2.0],2
21815,[3.0],3
21816,[3.0],3
21817,[3.0],3
21818,[3.0],3
21819,[3.0],3
21820,[1.0],1
21821,[2.0],2
21822,[2.0],2
21823,[3.0],3
21824,[3.0],3
21825,[1.0],1
21826,[1.0],1
21827,[2.0],2
21828,[1.0],1
21829,[3.0],3
21830,[2.0],2
21831,[3.0],3
21832,[1.0],1
21833,[3.0],3
21834,[2.0],2
21835,[3.0],3
21836,[1.0],1
21837,[3.0],3
21838,[2.0],2
21839,[2.0],2
21840,[3.0],3
21841,[2.0],2
21842,[3.0],3
21843,[2.0],2
21844,[1.0],1
21845,[1.0],1
21846,[3.0],3
21847,[1.0],1
21848,[2.0],2
21849,[1.0],1
21850,[2.0],2
21851,[3.0],3
21852,[3.0],3
21853,[3.0],3
21854,[2.0],2
21855,[1.0],1
21856,[3.0],3
21857,[2.0],2
21858,[3.0],3
21859,[1.0],1
21860,[3.0],3
21861,[1.0],1
21862,[2.0],2
21863,[1.0],1
21864,[3.0],3
21865,[2.0],2
21866,[3.0],3
21867,[1.0],1
21868,[2.0],2
21869,[2.0],2
21870,[3.0],3
21871,[2.0],2
21872,[1.0],1
21873,[1.0],1
21874,[1.0],1
21875,[2.0],2
21876,[2.0],2
21877,[2.0],2
21878,[1.0],1
21879,[3.0],3
21880,[3.0],3
21881,[1.0],1
21882,[1.0],1
21883,[1.0],1
21884,[2.0],2
21885,[3.0],3
21886,[1.0],1
21887,[2.0],2
21888,[1.0],1
21889,[3.0],3
21890,[2.0],2
21891,[3.0],3
21892,[2.0],2
21893,[3.0],3
21894,[1.0],1
21895,[1.0],1
21896,[1.0],1
21897,[2.0],2
21898,[3.0],3
21899,[2.0],2
21900,[1.0],1
21901,[2.0],2
21902,[2.0],2
21903,[2.0],2
21904,[3.0],3
21905,[3.0],3
21906,[1.0],1
21907,[3.0],3
21908,[3.0],3
21909,[3.0],3
21910,[1.0],1
21911,[1.0],1
21912,[2.0],2
21913,[1.0],1
21914,[2.0],2
21915,[2.0],2
21916,[2.0],2
21917,[2.0],2
21918,[1.0],1
21919,[3.0],3
21920,[2.0],2
21921,[1.0],1
21922,[3.0],3
21923,[2.0],2
21924,[1.0],1
21925,[1.0],1
21926,[2.0],2
21927,[3.0],3
21928,[2.0],2
21929,[2.0],2
21930,[2.0],2
21931,[1.0],1
21932,[2.0],2
21933,[3.0],3
21934,[2.0],2
21935,[1.0],1
21936,[1.0],1
21937,[3.0],3
21938,[3.0],3
21939,[1.0],1
21940,[3.0],3
21941,[2.0],2
21942,[1.0],1
21943,[1.0],1
21944,[3.0],3
21945,[2.0],2
21946,[2.0],2
21947,[3.0],3
21948,[2.0],2
21949,[2.0],2
21950,[3.0],3
21951,[3.0],3
21952,[3.0],3
21953,[2.0],2
21954,[2.0],2
21955,[2.0],2
21956,[3.0],3
21957,[1.0],1
21958,[1.0],1
21959,[2.0],2
21960,[3.0],3
21961,[3.0],3
21962,[2.0],2
21963,[3.0],3
21964,[2.0],2
21965,[2.0],2
21966,[2.0],2
21967,[2.0],2
21968,[2.0],2
21969,[2.0],2
21970,[3.0],3
21971,[3.0],3
21972,[2.0],2
21973,[1.0],1
21974,[2.0],2
21975,[3.0],3
21976,[2.0],2
21977,[3.0],3
21978,[3.0],3
21979,[3.0],3
21980,[1.0],1
21981,[1.0],1
21982,[3.0],3
21983,[2.0],2
21984,[3.0],3
21985,[3.0],3
21986,[3.0],3
21987,[3.0],3
21988,[2.0],2
21989,[2.0],2
21990,[2.0],2
21991,[2.0],2
21992,[3.0],3
21993,[2.0],2
21994,[3.0],3
21995,[1.0],1
21996,[3.0],3
21997,[3.0],3
21998,[3.0],3
21999,[1.0],1
22000,[2.0],2
22001,[2.0],2
22002,[3.0],3
22003,[3.0],3
22004,[1.0],1
22005,[3.0],3
22006,[3.0],3
22007,[3.0],3
22008,[1.0],1
22009,[3.0],3
22010,[3.0],3
22011,[1.0],1
22012,[3.0],3
22013,[1.0],1
22014,[3.0],3
22015,[1.0],1
22016,[3.0],3
22017,[2.0],2
22018,[2.0],2
22019,[2.0],2
22020,[1.0],1
22021,[3.0],3
22022,[2.0],2
22023,[3.0],3
22024,[1.0],1
22025,[1.0],1
22026,[2.0],2
22027,[1.0],1
22028,[1.0],1
22029,[1.0],1
22030,[1.0],1
22031,[2.0],2
22032,[1.0],1
22033,[3.0],3
22034,[2.0],2
22035,[3.0],3
22036,[2.0],2
22037,[1.0],1
22038,[1.0],1
22039,[3.0],3
22040,[2.0],2
22041,[2.0],2
22042,[1.0],1
22043,[1.0],1
22044,[2.0],2
22045,[2.0],2
22046,[1.0],1
22047,[3.0],3
22048,[2.0],2
22049,[1.0],1
22050,[2.0],2
22051,[1.0],1
22052,[1.0],1
22053,[1.0],1
22054,[1.0],1
22055,[1.0],1
22056,[3.0],3
22057,[1.0],1
22058,[1.0],1
22059,[1.0],1
22060,[1.0],1
22061,[1.0],1
22062,[2.0],2
22063,[3.0],3
22064,[3.0],3
22065,[1.0],1
22066,[3.0],3
22067,[3.0],3
22068,[2.0],2
22069,[1.0],1
22070,[1.0],1
22071,[1.0],1
22072,[2.0],2
22073,[1.0],1
22074,[2.0],2
22075,[3.0],3
22076,[2.0],2
22077,[3.0],3
22078,[2.0],2
22079,[2.0],2
22080,[2.0],2
22081,[2.0],2
22082,[3.0],3
22083,[3.0],3
22084,[2.0],2
22085,[3.0],3
22086,[1.0],1
22087,[1.0],1
22088,[1.0],1
22089,[2.0],2
22090,[3.0],3
22091,[1.0],1
22092,[3.0],3
22093,[1.0],1
22094,[2.0],2
22095,[1.0],1
22096,[3.0],3
22097,[3.0],3
22098,[1.0],1
22099,[1.0],1
22100,[1.0],1
22101,[3.0],3
22102,[2.0],2
22103,[1.0],1
22104,[1.0],1
22105,[2.0],2
22106,[3.0],3
22107,[2.0],2
22108,[2.0],2
22109,[3.0],3
22110,[3.0],3
22111,[1.0],1
22112,[1.0],1
22113,[1.0],1
22114,[1.0],1
22115,[1.0],1
22116,[3.0],3
22117,[3.0],3
22118,[2.0],2
22119,[3.0],3
22120,[1.0],1
22121,[3.0],3
22122,[1.0],1
22123,[3.0],3
22124,[2.0],2
22125,[3.0],3
22126,[3.0],3
22127,[2.0],2
22128,[3.0],3
22129,[1.0],1
22130,[2.0],2
22131,[1.0],1
22132,[3.0],3
22133,[1.0],1
22134,[3.0],3
22135,[2.0],2
22136,[2.0],2
22137,[1.0],1
22138,[1.0],1
22139,[1.0],1
22140,[3.0],3
22141,[2.0],2
22142,[3.0],3
22143,[2.0],2
22144,[1.0],1
22145,[3.0],3
22146,[2.0],2
22147,[2.0],2
22148,[2.0],2
22149,[1.0],1
22150,[1.0],1
22151,[2.0],2
22152,[3.0],3
22153,[3.0],3
22154,[2.0],2
22155,[2.0],2
22156,[3.0],3
22157,[3.0],3
22158,[3.0],3
22159,[2.0],2
22160,[3.0],3
22161,[3.0],3
22162,[1.0],1
22163,[3.0],3
22164,[2.0],2
22165,[1.0],1
22166,[3.0],3
22167,[3.0],3
22168,[3.0],3
22169,[3.0],3
22170,[3.0],3
22171,[2.0],2
22172,[1.0],1
22173,[3.0],3
22174,[1.0],1
22175,[2.0],2
22176,[2.0],2
22177,[3.0],3
22178,[1.0],1
22179,[2.0],2
22180,[3.0],3
22181,[3.0],3
22182,[2.0],2
22183,[3.0],3
22184,[3.0],3
22185,[2.0],2
22186,[1.0],1
22187,[3.0],3
22188,[3.0],3
22189,[3.0],3
22190,[2.0],2
22191,[2.0],2
22192,[1.0],1
22193,[1.0],1
22194,[3.0],3
22195,[2.0],2
22196,[1.0],1
22197,[1.0],1
22198,[2.0],2
22199,[1.0],1
22200,[2.0],2
22201,[2.0],2
22202,[3.0],3
22203,[3.0],3
22204,[2.0],2
22205,[1.0],1
22206,[1.0],1
22207,[3.0],3
22208,[3.0],3
22209,[2.0],2
22210,[1.0],1
22211,[3.0],3
22212,[1.0],1
22213,[2.0],2
22214,[3.0],3
22215,[3.0],3
22216,[3.0],3
22217,[1.0],1
22218,[3.0],3
22219,[1.0],1
22220,[3.0],3
22221,[3.0],3
22222,[2.0],2
22223,[2.0],2
22224,[3.0],3
22225,[1.0],1
22226,[1.0],1
22227,[3.0],3
22228,[2.0],2
22229,[1.0],1
22230,[2.0],2
22231,[3.0],3
22232,[1.0],1
22233,[3.0],3
22234,[3.0],3
22235,[2.0],2
22236,[3.0],3
22237,[2.0],2
22238,[3.0],3
22239,[1.0],1
22240,[3.0],3
22241,[3.0],3
22242,[2.0],2
22243,[2.0],2
22244,[2.0],2
22245,[2.0],2
22246,[1.0],1
22247,[1.0],1
22248,[3.0],3
22249,[2.0],2
22250,[2.0],2
22251,[1.0],1
22252,[3.0],3
22253,[2.0],2
22254,[3.0],3
22255,[3.0],3
22256,[1.0],1
22257,[1.0],1
22258,[1.0],1
22259,[1.0],1
22260,[3.0],3
22261,[2.0],2
22262,[2.0],2
22263,[1.0],1
22264,[2.0],2
22265,[3.0],3
22266,[1.0],1
22267,[1.0],1
22268,[1.0],1
22269,[2.0],2
22270,[1.0],1
22271,[3.0],3
22272,[2.0],2
22273,[2.0],2
22274,[2.0],2
22275,[1.0],1
22276,[1.0],1
22277,[1.0],1
22278,[2.0],2
22279,[2.0],2
22280,[1.0],1
22281,[3.0],3
22282,[3.0],3
22283,[2.0],2
22284,[3.0],3
22285,[3.0],3
22286,[1.0],1
22287,[2.0],2
22288,[2.0],2
22289,[3.0],3
22290,[2.0],2
22291,[2.0],2
22292,[1.0],1
22293,[3.0],3
22294,[2.0],2
22295,[3.0],3
22296,[2.0],2
22297,[1.0],1
22298,[2.0],2
22299,[1.0],1
22300,[2.0],2
22301,[2.0],2
22302,[2.0],2
22303,[2.0],2
22304,[3.0],3
22305,[2.0],2
22306,[1.0],1
22307,[3.0],3
22308,[1.0],1
22309,[3.0],3
22310,[2.0],2
22311,[1.0],1
22312,[2.0],2
22313,[1.0],1
22314,[1.0],1
22315,[1.0],1
22316,[1.0],1
22317,[1.0],1
22318,[3.0],3
22319,[3.0],3
22320,[2.0],2
22321,[1.0],1
22322,[3.0],3
22323,[1.0],1
22324,[2.0],2
22325,[1.0],1
22326,[2.0],2
22327,[1.0],1
22328,[3.0],3
22329,[1.0],1
22330,[2.0],2
22331,[3.0],3
22332,[2.0],2
22333,[2.0],2
22334,[2.0],2
22335,[1.0],1
22336,[3.0],3
22337,[2.0],2
22338,[1.0],1
22339,[1.0],1
22340,[2.0],2
22341,[1.0],1
22342,[3.0],3
22343,[1.0],1
22344,[1.0],1
22345,[1.0],1
22346,[1.0],1
22347,[2.0],2
22348,[3.0],3
22349,[1.0],1
22350,[2.0],2
22351,[1.0],1
22352,[1.0],1
22353,[3.0],3
22354,[3.0],3
22355,[1.0],1
22356,[1.0],1
22357,[1.0],1
22358,[1.0],1
22359,[3.0],3
22360,[2.0],2
22361,[1.0],1
22362,[1.0],1
22363,[2.0],2
22364,[1.0],1
22365,[3.0],3
22366,[3.0],3
22367,[1.0],1
22368,[1.0],1
22369,[1.0],1
22370,[3.0],3
22371,[2.0],2
22372,[2.0],2
22373,[1.0],1
22374,[3.0],3
22375,[2.0],2
22376,[2.0],2
22377,[2.0],2
22378,[1.0],1
22379,[3.0],3
22380,[1.0],1
22381,[3.0],3
22382,[3.0],3
22383,[1.0],1
22384,[2.0],2
22385,[1.0],1
22386,[2.0],2
22387,[1.0],1
22388,[2.0],2
22389,[1.0],1
22390,[3.0],3
22391,[3.0],3
22392,[2.0],2
22393,[3.0],3
22394,[2.0],2
22395,[3.0],3
22396,[3.0],3
22397,[1.0],1
22398,[2.0],2
22399,[3.0],3
22400,[2.0],2
22401,[2.0],2
22402,[1.0],1
22403,[2.0],2
22404,[2.0],2
22405,[1.0],1
22406,[1.0],1
22407,[2.0],2
22408,[1.0],1
22409,[3.0],3
22410,[1.0],1
22411,[3.0],3
22412,[1.0],1
22413,[1.0],1
22414,[1.0],1
22415,[1.0],1
22416,[3.0],3
22417,[1.0],1
22418,[3.0],3
22419,[1.0],1
22420,[1.0],1
22421,[1.0],1
22422,[3.0],3
22423,[3.0],3
22424,[1.0],1
22425,[1.0],1
22426,[1.0],1
22427,[2.0],2
22428,[2.0],2
22429,[3.0],3
22430,[1.0],1
22431,[3.0],3
22432,[2.0],2
22433,[3.0],3
22434,[2.0],2
22435,[3.0],3
22436,[1.0],1
22437,[1.0],1
22438,[3.0],3
22439,[1.0],1
22440,[3.0],3
22441,[3.0],3
22442,[1.0],1
22443,[3.0],3
22444,[1.0],1
22445,[3.0],3
22446,[2.0],2
22447,[2.0],2
22448,[1.0],1
22449,[2.0],2
22450,[3.0],3
22451,[2.0],2
22452,[1.0],1
22453,[2.0],2
22454,[2.0],2
22455,[1.0],1
22456,[2.0],2
22457,[2.0],2
22458,[2.0],2
22459,[1.0],1
22460,[3.0],3
22461,[3.0],3
22462,[1.0],1
22463,[1.0],1
22464,[3.0],3
22465,[3.0],3
22466,[2.0],2
22467,[1.0],1
22468,[3.0],3
22469,[1.0],1
22470,[1.0],1
22471,[2.0],2
22472,[2.0],2
22473,[1.0],1
22474,[2.0],2
22475,[3.0],3
22476,[3.0],3
22477,[1.0],1
22478,[1.0],1
22479,[3.0],3
22480,[2.0],2
22481,[2.0],2
22482,[3.0],3
22483,[2.0],2
22484,[2.0],2
22485,[3.0],3
22486,[1.0],1
22487,[1.0],1
22488,[3.0],3
22489,[3.0],3
22490,[2.0],2
22491,[3.0],3
22492,[2.0],2
22493,[1.0],1
22494,[1.0],1
22495,[2.0],2
22496,[1.0],1
22497,[1.0],1
22498,[2.0],2
22499,[3.0],3
22500,[1.0],1
22501,[1.0],1
22502,[1.0],1
22503,[3.0],3
22504,[1.0],1
22505,[3.0],3
22506,[1.0],1
22507,[3.0],3
22508,[1.0],1
22509,[1.0],1
22510,[1.0],1
22511,[2.0],2
22512,[2.0],2
22513,[2.0],2
22514,[1.0],1
22515,[1.0],1
22516,[3.0],3
22517,[2.0],2
22518,[2.0],2
22519,[2.0],2
22520,[2.0],2
22521,[2.0],2
22522,[2.0],2
22523,[2.0],2
22524,[3.0],3
22525,[3.0],3
22526,[2.0],2
22527,[3.0],3
22528,[2.0],2
22529,[2.0],2
22530,[1.0],1
22531,[3.0],3
22532,[3.0],3
22533,[1.0],1
22534,[3.0],3
22535,[1.0],1
22536,[3.0],3
22537,[3.0],3
22538,[2.0],2
22539,[1.0],1
22540,[1.0],1
22541,[1.0],1
22542,[3.0],3
22543,[1.0],1
22544,[1.0],1
22545,[3.0],3
22546,[3.0],3
22547,[2.0],2
22548,[1.0],1
22549,[3.0],3
22550,[1.0],1
22551,[2.0],2
22552,[2.0],2
22553,[3.0],3
22554,[3.0],3
22555,[1.0],1
22556,[2.0],2
22557,[2.0],2
22558,[3.0],3
22559,[3.0],3
22560,[3.0],3
22561,[1.0],1
22562,[2.0],2
22563,[3.0],3
22564,[1.0],1
22565,[2.0],2
22566,[3.0],3
22567,[3.0],3
22568,[1.0],1
22569,[3.0],3
22570,[3.0],3
22571,[1.0],1
22572,[1.0],1
22573,[1.0],1
22574,[2.0],2
22575,[2.0],2
22576,[2.0],2
22577,[2.0],2
22578,[1.0],1
22579,[3.0],3
22580,[1.0],1
22581,[3.0],3
22582,[1.0],1
22583,[3.0],3
22584,[2.0],2
22585,[3.0],3
22586,[2.0],2
22587,[1.0],1
22588,[3.0],3
22589,[2.0],2
22590,[1.0],1
22591,[3.0],3
22592,[1.0],1
22593,[2.0],2
22594,[3.0],3
22595,[2.0],2
22596,[2.0],2
22597,[1.0],1
22598,[3.0],3
22599,[2.0],2
22600,[1.0],1
22601,[3.0],3
22602,[2.0],2
22603,[2.0],2
22604,[2.0],2
22605,[2.0],2
22606,[1.0],1
22607,[1.0],1
22608,[1.0],1
22609,[2.0],2
22610,[1.0],1
22611,[1.0],1
22612,[3.0],3
22613,[2.0],2
22614,[1.0],1
22615,[1.0],1
22616,[1.0],1
22617,[3.0],3
22618,[1.0],1
22619,[3.0],3
22620,[3.0],3
22621,[3.0],3
22622,[3.0],3
22623,[2.0],2
22624,[1.0],1
22625,[3.0],3
22626,[2.0],2
22627,[2.0],2
22628,[3.0],3
22629,[3.0],3
22630,[1.0],1
22631,[3.0],3
22632,[3.0],3
22633,[1.0],1
22634,[2.0],2
22635,[3.0],3
22636,[3.0],3
22637,[1.0],1
22638,[1.0],1
22639,[3.0],3
22640,[1.0],1
22641,[1.0],1
22642,[1.0],1
22643,[1.0],1
22644,[1.0],1
22645,[2.0],2
22646,[2.0],2
22647,[3.0],3
22648,[3.0],3
22649,[1.0],1
22650,[3.0],3
22651,[1.0],1
22652,[3.0],3
22653,[1.0],1
22654,[3.0],3
22655,[2.0],2
22656,[2.0],2
22657,[1.0],1
22658,[1.0],1
22659,[2.0],2
22660,[1.0],1
22661,[2.0],2
22662,[1.0],1
22663,[1.0],1
22664,[3.0],3
22665,[1.0],1
22666,[2.0],2
22667,[1.0],1
22668,[1.0],1
22669,[3.0],3
22670,[2.0],2
22671,[3.0],3
22672,[3.0],3
22673,[2.0],2
22674,[3.0],3
22675,[3.0],3
22676,[1.0],1
22677,[1.0],1
22678,[1.0],1
22679,[2.0],2
22680,[3.0],3
22681,[1.0],1
22682,[3.0],3
22683,[2.0],2
22684,[3.0],3
22685,[1.0],1
22686,[1.0],1
22687,[2.0],2
22688,[3.0],3
22689,[1.0],1
22690,[3.0],3
22691,[2.0],2
22692,[3.0],3
22693,[3.0],3
22694,[2.0],2
22695,[2.0],2
22696,[3.0],3
22697,[2.0],2
22698,[1.0],1
22699,[1.0],1
22700,[2.0],2
22701,[3.0],3
22702,[1.0],1
22703,[2.0],2
22704,[1.0],1
22705,[2.0],2
22706,[3.0],3
22707,[3.0],3
22708,[3.0],3
22709,[2.0],2
22710,[3.0],3
22711,[1.0],1
22712,[3.0],3
22713,[2.0],2
22714,[3.0],3
22715,[3.0],3
22716,[1.0],1
22717,[1.0],1
22718,[3.0],3
22719,[1.0],1
22720,[1.0],1
22721,[2.0],2
22722,[1.0],1
22723,[3.0],3
22724,[3.0],3
22725,[1.0],1
22726,[1.0],1
22727,[2.0],2
22728,[3.0],3
22729,[2.0],2
22730,[1.0],1
22731,[1.0],1
22732,[1.0],1
22733,[1.0],1
22734,[2.0],2
22735,[3.0],3
22736,[2.0],2
22737,[1.0],1
22738,[3.0],3
22739,[1.0],1
22740,[3.0],3
22741,[3.0],3
22742,[1.0],1
22743,[1.0],1
22744,[2.0],2
22745,[3.0],3
22746,[1.0],1
22747,[2.0],2
22748,[2.0],2
22749,[1.0],1
22750,[3.0],3
22751,[1.0],1
22752,[2.0],2
22753,[3.0],3
22754,[2.0],2
22755,[3.0],3
22756,[2.0],2
22757,[2.0],2
22758,[3.0],3
22759,[3.0],3
22760,[2.0],2
22761,[3.0],3
22762,[2.0],2
22763,[1.0],1
22764,[2.0],2
22765,[2.0],2
22766,[1.0],1
22767,[3.0],3
22768,[2.0],2
22769,[3.0],3
22770,[2.0],2
22771,[1.0],1
22772,[3.0],3
22773,[3.0],3
22774,[1.0],1
22775,[3.0],3
22776,[2.0],2
22777,[3.0],3
22778,[2.0],2
22779,[2.0],2
22780,[2.0],2
